year,city,state,population,female,age,hhincome,sanctuary
2011,"vallejo-fairfield, ca",ca,416305,1.5025148391723633,37,71450,0
2011,"vineland-bridgeton, nj",nj,157045,1.494653344154358,36,55560,NA
2011,"virginia beach-norfolk-newport news, va-nc",va,1685911,1.5092194080352783,35,65300,NA
2011,"visalia-porterville, ca",ca,446864,1.497420072555542,29,42000,0
2011,"waco, tx",tx,255699,1.5135233402252197,32,44000,NA
2011,"washington-arlington-alexandria, dc-va-md-wv",dc,5768757,1.5096756219863892,35,97070,0
2011,"wausau, wi",wi,134323,1.49386727809906,40,59300,NA
2011,"wichita, ks",ks,633179,1.5045650005340576,34,56750,NA
2011,"wichita falls, tx",tx,150286,1.4886306524276733,33,49000,NA
2011,"williamsport, pa",pa,116742,1.5055047273635864,41,51000,NA
2011,"winston-salem, nc",nc,644261,1.5178134441375732,39,47000,NA
2011,"worcester, ma-ct",ma,922313,1.5053770542144775,38,72300,0
2011,"yakima, wa",wa,245950,1.4930529594421387,32,45300,NA
2011,"york-hanover, pa",pa,436643,1.508746862411499,40,62160,NA
2011,"youngstown-warren-boardman, oh-pa",oh,562291,1.5094472169876099,43,48600,0
2011,"yuba city, ca",ca,166977,1.498026728630066,33,49600,0
2011,"yuma, az",az,202883,1.4859871864318848,33,38400,NA
2012,"akron, oh",oh,702080,1.515352725982666,39,59000,NA
2012,"albany-schenectady-troy, ny",ny,874674,1.5138393640518188,39,74200,NA
2012,"albuquerque, nm",nm,902017,1.5069245100021362,36,54200,NA
2012,"allentown-bethlehem-easton, pa-nj",pa,826139,1.5138437747955322,41,64000,NA
2012,"amarillo, tx",tx,257821,1.498185157775879,33,55000,NA
2012,"anchorage, ak",ak,391903,1.483130693435669,34,84700,NA
2012,"ann arbor, mi",mi,352262,1.5061054229736328,33,70000,NA
2012,"anniston-oxford-jacksonville, al",al,117257,1.5173258781433105,37,46000,NA
2012,"asheville, nc",nc,430951,1.5105475187301636,42,50000,NA
2012,"atlanta-sandy springs-roswell, ga",ga,5444763,1.5123202800750732,35,60400,NA
2012,"atlantic city-hammonton, nj",nj,274651,1.5103051662445068,40,63600,NA
2012,"auburn-opelika, al",al,148581,1.510945439338684,29,52000,NA
2012,"augusta-richmond county, ga-sc",ga,576021,1.5140244960784912,36,52000,NA
2012,"austin-round rock, tx",tx,1834926,1.4983314275741577,33,66000,0
2012,"bakersfield, ca",ca,853963,1.4858025312423706,30,50000,0
2012,"baltimore-columbia-towson, md",md,2754611,1.5185329914093018,37,80000,0
2012,"bangor, me",me,153347,1.507874846458435,41,49400,NA
2012,"barnstable town, ma",ma,214783,1.5192513465881348,50,72900,NA
2012,"baton rouge, la",la,813112,1.5092496871948242,34,57000,NA
2012,"beaumont-port arthur, tx",tx,404035,1.4898509979248047,36,53000,NA
2012,"bellingham, wa",wa,204880,1.5010203123092651,36,65000,NA
2012,"bend-redmond, or",or,161345,1.5041605234146118,41,52400,NA
2012,"binghamton, ny",ny,248939,1.5139497518539429,40,57440,NA
2012,"birmingham-hoover, al",al,1133591,1.5195832252502441,38,55900,NA
2012,"bismarck, nd",nd,120002,1.4955788850784302,37,78700,NA
2012,"blacksburg-christiansburg-radford, va",va,179544,1.4946571588516235,34,52400,NA
2012,"bloomington, il",il,189208,1.5142260789871216,32,72000,NA
2012,"bloomington, in",in,162842,1.5019465684890747,28,42900,NA
2012,"boise city, id",id,637514,1.499822735786438,35,55000,NA
2012,"boston-cambridge-newton, ma-nh",ma,4656698,1.5154341459274292,38,87300,0
2012,"bremerton-silverdale, wa",wa,254323,1.486494541168213,38,69200,NA
2012,"bridgeport-stamford-norwalk, ct",ct,935097,1.510977029800415,39,95000,0
2012,"brownsville-harlingen, tx",tx,416098,1.5158791542053223,30,36000,NA
2012,"buffalo-cheektowaga-niagara falls, ny",ny,1134590,1.5150201320648193,40,63800,NA
2012,"burlington, nc",nc,153282,1.5295946598052979,39,49000,NA
2012,"burlington-south burlington, vt",vt,213955,1.5074125528335571,38,72000,NA
2012,"canton-massillon, oh",oh,403416,1.5119695663452148,41,53000,NA
2012,"cape coral-fort myers, fl",fl,644243,1.5080620050430298,46,51000,NA
2012,"champaign-urbana, il",il,235004,1.5037554502487183,29,54300,NA
2012,"charleston, wv",wv,225793,1.5158767700195312,40,55000,NA
2012,"charleston-north charleston, sc",sc,696795,1.5092637538909912,35,55000,NA
2012,"charlotte-concord-gastonia, nc-sc",nc,2292168,1.512571096420288,36,57000,NA
2012,"chattanooga, tn-ga",tn,538143,1.5101653337478638,38,52800,NA
2012,"chicago-naperville-elgin, il-in-wi",il,9529773,1.5104566812515259,36,69000,1
2012,"chico, ca",ca,220873,1.5025489330291748,36,48500,0
2012,"cincinnati, oh-ky-in",oh,2128333,1.5101101398468018,37,63000,NA
2012,"clarksville, tn-ky",tn,274048,1.4971816539764404,30,50600,NA
2012,"cleveland-elyria, oh",oh,2064716,1.5190597772598267,40,58900,NA
2012,"coeur d'alene, id",id,142078,1.512403964996338,38,55900,NA
2012,"college station-bryan, tx",tx,234146,1.4945648908615112,24,46210,NA
2012,"colorado springs, co",co,669321,1.4969205856323242,34,64000,NA
2012,"columbia, mo",mo,168789,1.517318844795227,30,56200,NA
2012,"columbia, sc",sc,783227,1.508396863937378,35,55600,NA
2012,"columbus, oh",oh,1947157,1.5076946020126343,35,62000,NA
2012,"corpus christi, tx",tx,436682,1.498873233795166,35,55000,NA
2012,"dallas-fort worth-arlington, tx",tx,6706434,1.5053964853286743,33,63300,NA
2012,"daphne-fairhope-foley, al",al,190143,1.5145978927612305,41,51500,NA
2012,"dayton, oh",oh,801539,1.5152291059494019,38,53100,NA
2012,"decatur, al",al,153899,1.5109018087387085,39,50200,NA
2012,"decatur, il",il,110130,1.5203031301498413,40,53800,NA
2012,"deltona-daytona beach-ormond beach, fl",fl,594984,1.5156877040863037,46,45000,NA
2012,"denver-aurora-lakewood, co",co,2650456,1.5009351968765259,35,72000,NA
2012,"des moines-west des moines, ia",ia,590200,1.5056630373001099,35,68000,NA
2012,"detroit-warren-dearborn, mi",mi,4300902,1.514702558517456,39,60000,NA
2012,"dover, de",de,167288,1.5110180377960205,38,59600,NA
2012,"east stroudsburg, pa",pa,168629,1.4967625141143799,42,55000,NA
2012,"eau claire, wi",wi,163877,1.4898895025253296,35,61300,NA
2012,"el centro, ca",ca,176678,1.4779720306396484,31,45000,0
2012,"elkhart-goshen, in",in,198980,1.4995946884155273,35,53000,NA
2012,"el paso, tx",tx,836273,1.512099266052246,30,45200,NA
2012,"erie, pa",pa,281523,1.5077977180480957,38,54600,0
2012,"eugene, or",or,355081,1.5113462209701538,38,49600,NA
2012,"fayetteville, nc",nc,380443,1.5093544721603394,30,49980,NA
2012,"fayetteville-springdale-rogers, ar-mo",ar,485274,1.50575590133667,32,53500,NA
2012,"flagstaff, az",az,136152,1.5128132104873657,30,54400,NA
2012,"flint, mi",mi,418167,1.515541672706604,37,30000,NA
2012,"florence, sc",sc,206051,1.5284086465835571,38,47000,NA
2012,"fort collins, co",co,310856,1.4961481094360352,35,63200,NA
2012,"fort wayne, in",in,421926,1.507649540901184,35,54000,NA
2012,"fresno, ca",ca,945349,1.498334288597107,30,45700,0
2012,"gadsden, al",al,104273,1.5150880813598633,39,45500,NA
2012,"gainesville, fl",fl,268405,1.5128816366195679,30,47600,NA
2012,"gainesville, ga",ga,184127,1.4991488456726074,34,50000,NA
2012,"glens falls, ny",ny,128398,1.4932892322540283,43,62000,NA
2012,"goldsboro, nc",nc,124574,1.4956183433532715,37,42700,NA
2012,"grand junction, co",co,147437,1.4915244579315186,37,53000,NA
2012,"grand rapids-wyoming, mi",mi,1008798,1.5056266784667969,34,60000,NA
2012,"greensboro-high point, nc",nc,735443,1.5169187784194946,38,47100,NA
2012,"greenville, nc",nc,172969,1.5333659648895264,30,46000,NA
2012,"greenville-anderson-mauldin, sc",sc,840824,1.5119292736053467,38,49000,NA
2012,"gulfport-biloxi-pascagoula, ms",ms,378721,1.5075688362121582,35,50000,NA
2012,"hanford-corcoran, ca",ca,151026,1.443320393562317,32,49900,0
2012,"harrisburg-carlisle, pa",pa,555060,1.5048415660858154,40,64000,NA
2012,"harrisonburg, va",va,128451,1.5121725797653198,32,50900,NA
2012,"hartford-west hartford-east hartford, ct",ct,1215098,1.51353120803833,40,80000,1
2012,"hickory-lenoir-morganton, nc",nc,363685,1.5093464851379395,41,47000,NA
2012,"hilton head island-bluffton-beaufort, sc",sc,193125,1.5036072731018066,40,52000,NA
2012,"homosassa springs, fl",fl,139175,1.5202057361602783,54,42500,NA
2012,"houma-thibodaux, la",la,208866,1.5023651123046875,36,56000,NA
2012,"houston-the woodlands-sugar land, tx",tx,6184861,1.5014761686325073,33,62400,NA
2012,"huntsville, al",al,430026,1.506258487701416,38,62000,NA
2012,"indianapolis-carmel-anderson, in",in,1929653,1.5098108053207397,35,61400,NA
2012,"iowa city, ia",ia,159001,1.4994463920593262,30,73300,NA
2012,"ithaca, ny",ny,102719,1.5167938470840454,29,60000,NA
2012,"jackson, mi",mi,159966,1.487249493598938,40,50000,NA
2012,"jackson, ms",ms,576649,1.5213631391525269,34,48000,NA
2012,"jackson, tn",tn,130169,1.5198085308074951,37,50000,NA
2012,"jacksonville, fl",fl,1377551,1.5130434036254883,37,58000,NA
2012,"janesville-beloit, wi",wi,160065,1.5074143409729004,38,55000,NA
2012,"jefferson city, mo",mo,150353,1.4951356649398804,38,56000,NA
2012,"johnstown, pa",pa,141513,1.5061365365982056,44,49100,NA
2012,"joplin, mo",mo,174393,1.50346040725708,36,46900,NA
2012,"kalamazoo-portage, mi",mi,330642,1.500223994255066,36,51400,NA
2012,"kankakee, il",il,112980,1.5060166120529175,36,61000,NA
2012,"kansas city, mo-ks",mo,2038570,1.5093467235565186,36,67000,0
2012,"knoxville, tn",tn,847334,1.5118306875228882,40,50000,NA
2012,"la crosse-onalaska, wi-mn",wi,135305,1.5010069608688354,35,55000,NA
2012,"lafayette, la",la,474186,1.5102622509002686,35,52000,NA
2012,"lafayette-west lafayette, in",in,208060,1.4917343854904175,27,49300,NA
2012,"lake havasu city-kingman, az",az,203356,1.5008174180984497,48,38000,NA
2012,"lakeland-winter haven, fl",fl,615486,1.5071367025375366,39,45600,NA
2012,"lancaster, pa",pa,526869,1.5059304237365723,38,66100,NA
2012,"lansing-east lansing, mi",mi,467677,1.5113500356674194,35,56200,NA
2012,"laredo, tx",tx,260722,1.512884497642517,28,39200,NA
2012,"las cruces, nm",nm,214507,1.5020396709442139,31,41400,NA
2012,"las vegas-henderson-paradise, nv",nv,1989693,1.4961624145507812,35,56150,NA
2012,"lawrence, ks",ks,113309,1.5033222436904907,28,59600,NA
2012,"lebanon, pa",pa,135516,1.5140100717544556,40,59920,NA
2012,"lewiston-auburn, me",me,107481,1.4933682680130005,40,61200,NA
2012,,,NA,1.5050139427185059,33,57400,NA
2012,"lima, oh",oh,105239,1.4943772554397583,37,51500,NA
2012,"lincoln, ne",ne,310324,1.4979822635650635,32,62500,NA
2012,"little rock-north little rock-conway, ar",ar,717646,1.5122804641723633,35,57670,NA
2012,"los angeles-long beach-anaheim, ca",ca,13018855,1.5054961442947388,35,64500,0
2012,"louisville/jefferson county, ky-in",ky,1253065,1.5117605924606323,38,57600,NA
2012,"lubbock, tx",tx,297802,1.504949927330017,30,48000,NA
2012,"lynchburg, va",va,255731,1.517773151397705,40,54000,NA
2012,"madera, ca",ca,151594,1.5193825960159302,32,44000,0
2012,"manchester-nashua, nh",nh,404106,1.5055593252182007,39,80300,NA
2012,"mansfield, oh",oh,122622,1.4971362352371216,40,47700,NA
2012,"mcallen-edinburg-mission, tx",tx,808835,1.5118030309677124,28,36000,NA
2012,"medford, or",or,205860,1.5105968713760376,42,50000,NA
2012,"memphis, tn-ms-ar",tn,1340380,1.5181303024291992,35,52500,NA
2012,"merced, ca",ca,260971,1.4915974140167236,29,49000,0
2012,"miami-fort lauderdale-west palm beach, fl",fl,5771731,1.5143269300460815,39,54000,NA
2012,"michigan city-la porte, in",in,111296,1.4771069288253784,39,52000,NA
2012,"midland, tx",tx,152337,1.5069231986999512,32,67800,NA
2012,"milwaukee-waukesha-west allis, wi",wi,1567241,1.5132734775543213,37,64500,1
2012,"minneapolis-st. paul-bloomington, mn-wi",mn,3421051,1.504510760307312,36,78600,0
2012,"mobile, al",al,413922,1.52105712890625,36,48100,NA
2012,"modesto, ca",ca,520594,1.5063834190368652,33,50900,0
2012,"monroe, la",la,177760,1.516961932182312,34,48000,NA
2012,"monroe, mi",mi,150791,1.511633038520813,40,63000,NA
2012,"montgomery, al",al,374866,1.527797818183899,36,55000,NA
2012,"morgantown, wv",wv,134817,1.4898241758346558,32,57000,NA
2012,"muncie, in",in,117007,1.5230330228805542,34,42000,NA
2012,"muskegon, mi",mi,170144,1.5043737888336182,38,47000,NA
2012,"myrtle beach-conway-north myrtle beach, sc-nc",sc,393219,1.5165244340896606,42,48800,NA
2012,"napa, ca",ca,138625,1.5043216943740845,40,78200,0
2012,"naples-immokalee-marco island, fl",fl,332277,1.509082317352295,47,55600,NA
2012,"nashville-davidson--murfreesboro--franklin, tn",tn,1726925,1.5118600130081177,36,58000,NA
2012,"new haven-milford, ct",ct,864589,1.5171968936920166,39,72700,0
2012,"new orleans-metairie, la",la,1226858,1.5147255659103394,36,52500,NA
2012,"new york-newark-jersey city, ny-nj-pa",ny,19822685,1.516208529472351,37,75300,0
2012,"niles-benton harbor, mi",mi,156626,1.4992924928665161,40,49000,NA
2012,"north port-sarasota-bradenton, fl",fl,720351,1.5194470882415771,49,55000,NA
2012,"norwich-new london, ct",ct,274085,1.5027049779891968,40,83000,0
2012,"ocala, fl",fl,333900,1.5233606100082397,48,42400,NA
2012,"ocean city, nj",nj,96230,1.5098789930343628,47,61800,NA
2012,"odessa, tx",tx,144524,1.5012041330337524,31,63500,NA
2012,"ogden-clearfield, ut",ut,612205,1.496488094329834,30,71600,NA
2012,"oklahoma city, ok",ok,1298476,1.5063509941101074,34,57800,NA
2012,"olympia-tumwater, wa",wa,258489,1.5158988237380981,37,63600,NA
2012,"omaha-council bluffs, ne-ia",ne,884563,1.5068435668945312,35,63700,0
2012,"orlando-kissimmee-sanford, fl",fl,2225779,1.506798267364502,36,52400,NA
2012,"oshkosh-neenah, wi",wi,168507,1.4959616661071777,38,62901,NA
2012,"owensboro, ky",ky,116026,1.50540292263031,37,52000,NA
2012,"oxnard-thousand oaks-ventura, ca",ca,833801,1.500266432762146,36,82000,0
2012,"palm bay-melbourne-titusville, fl",fl,546978,1.5076184272766113,46,55100,NA
2012,"parkersburg-vienna, wv",wv,92379,1.5116465091705322,42,49600,NA
2012,"pensacola-ferry pass-brent, fl",fl,461586,1.4991440773010254,38,57000,NA
2012,"philadelphia-camden-wilmington, pa-nj-de-md",pa,6016657,1.5156725645065308,38,71400,0
2012,"phoenix-mesa-scottsdale, az",az,4331053,1.5017744302749634,35,58000,0
2012,"pittsburgh, pa",pa,2360331,1.5135341882705688,42,63000,0
2012,"pittsfield, ma",ma,130268,1.5201934576034546,45,57000,NA
2012,"portland-south portland, me",me,517611,1.5113873481750488,42,63900,NA
2012,"portland-vancouver-hillsboro, or-wa",or,2288535,1.5041106939315796,37,65500,0
2012,"port st. lucie, fl",fl,431957,1.51505708694458,46,47200,NA
2012,"prescott, az",az,211977,1.5075440406799316,50,50400,NA
2012,"providence-warwick, ri-ma",ri,1605752,1.514640212059021,39,67000,1
2012,"provo-orem, ut",ut,549998,1.4978740215301514,24,68500,NA
2012,"pueblo, co",co,160810,1.5087316036224365,38,46000,NA
2012,"punta gorda, fl",fl,162749,1.5030840635299683,56,51000,NA
2012,"racine, wi",wi,194608,1.5086783170700073,38,60000,NA
2012,"raleigh, nc",nc,1187686,1.5098878145217896,35,66200,NA
2012,"reading, pa",pa,413515,1.5055228471755981,39,61000,0
2012,"redding, ca",ca,177868,1.499086856842041,42,52100,0
2012,"reno, nv",nv,431291,1.4930917024612427,37,60000,NA
2012,"richmond, va",va,1232938,1.5123953819274902,37,64900,0
2012,"riverside-san bernardino-ontario, ca",ca,4336162,1.5031739473342896,33,58000,0
2012,"roanoke, va",va,310542,1.5176918506622314,41,57000,NA
2012,"rochester, ny",ny,1081491,1.5059747695922852,39,60400,NA
2012,"rockford, il",il,345862,1.5110582113265991,38,60000,NA
2012,"rocky mount, nc",nc,150867,1.524914264678955,40,43000,NA
2012,"sacramento--roseville--arden-arcade, ca",ca,2190556,1.5081547498703003,36,63600,0
2012,"saginaw, mi",mi,198354,1.5116686820983887,39,43500,NA
2012,"st. george, ut",ut,144146,1.4999127388000488,32,50000,NA
2012,"st. joseph, mo-ks",mo,127907,1.4864188432693481,38,49500,NA
2012,"st. louis, mo-il",mo,2796568,1.5146116018295288,38,62050,NA
2012,"salinas, ca",ca,425000,1.483066201210022,32,61800,0
2012,"salisbury, md-de",md,381209,1.5064598321914673,43,60000,NA
2012,"salt lake city, ut",ut,1123809,1.492400884628296,31,66500,NA
2012,"san angelo, tx",tx,114873,1.4943114519119263,34,57000,NA
2012,"san antonio-new braunfels, tx",tx,2237358,1.5050541162490845,33,58900,NA
2012,"san diego-carlsbad, ca",ca,3175201,1.495843768119812,34,69200,0
2012,"san francisco-oakland-hayward, ca",ca,4456395,1.5059446096420288,38,87000,0
2012,"san jose-sunnyvale-santa clara, ca",ca,1894984,1.496841549873352,36,100000,1
2012,"san luis obispo-paso robles-arroyo grande, ca",ca,274184,1.4901641607284546,38,69000,0
2012,"santa cruz-watsonville, ca",ca,266416,1.5003174543380737,36,75000,0
2012,"santa fe, nm",nm,146722,1.514953851699829,44,55000,NA
2012,"santa maria-santa barbara, ca",ca,429825,1.4981275796890259,33,68700,0
2012,"santa rosa, ca",ca,490071,1.512369155883789,40,69600,0
2012,"scranton--wilkes-barre--hazleton, pa",pa,563697,1.5104401111602783,42,51000,NA
2012,"seattle-tacoma-bellevue, wa",wa,3554484,1.5007565021514893,36,75800,0
2012,"sebastian-vero beach, fl",fl,140485,1.516769528388977,49,45200,NA
2012,"sheboygan, wi",wi,114767,1.5041780471801758,40,60000,NA
2012,"shreveport-bossier city, la",la,448329,1.5175228118896484,35,50000,NA
2012,"spartanburg, sc",sc,316415,1.516668438911438,37,46000,NA
2012,"spokane-spokane valley, wa",wa,531925,1.5046117305755615,38,55900,NA
2012,"springfield, il",il,212080,1.5242148637771606,39,63900,NA
2012,"springfield, ma",ma,627367,1.5216401815414429,39,61000,NA
2012,"springfield, mo",mo,444253,1.5071934461593628,36,47800,NA
2012,"springfield, oh",oh,137166,1.5111279487609863,41,46300,NA
2012,"state college, pa",pa,155815,1.4786021709442139,29,61900,NA
2012,"stockton-lodi, ca",ca,699782,1.5025554895401,32,56600,0
2012,"syracuse, ny",ny,660897,1.5126816034317017,38,60000,NA
2012,"tampa-st. petersburg-clearwater, fl",fl,2845719,1.5123714208602905,41,52020,NA
2012,"toledo, oh",oh,607476,1.5132063627243042,37,52500,NA
2012,"topeka, ks",ks,234413,1.5047017335891724,39,56900,NA
2012,"trenton, nj",nj,368604,1.5087307691574097,38,89300,NA
2012,"tucson, az",az,993215,1.5057405233383179,37,50500,NA
2012,"tuscaloosa, al",al,233466,1.5160547494888306,32,42800,NA
2012,"tyler, tx",tx,214836,1.51427161693573,35,52000,NA
2012,"urban honolulu, hi",hi,978073,1.49058198928833,36,86400,NA
2012,"utica-rome, ny",ny,297988,1.4972509145736694,40,54000,NA
2012,"vallejo-fairfield, ca",ca,419699,1.5015907287597656,37,70500,0
2012,"virginia beach-norfolk-newport news, va-nc",va,1697056,1.5093141794204712,34,63600,NA
2012,"visalia-porterville, ca",ca,449975,1.498334288597107,29,41600,0
2012,"waco, tx",tx,256964,1.5114836692810059,32,49000,NA
2012,"washington-arlington-alexandria, dc-va-md-wv",dc,5865970,1.5122441053390503,35,100000,0
2012,"wausau, wi",wi,134363,1.4921000003814697,40,63000,NA
2012,"wenatchee, wa",wa,112699,1.5070182085037231,38,55000,NA
2012,"wichita, ks",ks,636019,1.5026265382766724,35,55700,NA
2012,"wichita falls, tx",tx,151023,1.4792289733886719,33,54200,NA
2012,"wilmington, nc",nc,262768,1.5073139667510986,38,57400,NA
2012,"winston-salem, nc",nc,646847,1.5175113677978516,39,49600,NA
2012,"worcester, ma-ct",ma,924866,1.501663088798523,39,76000,0
2012,"yakima, wa",wa,246207,1.5003989934921265,32,48800,NA
2012,"york-hanover, pa",pa,437449,1.5080327987670898,40,61000,NA
2012,"youngstown-warren-boardman, oh-pa",oh,558507,1.509743094444275,43,48500,0
2012,"yuba city, ca",ca,167002,1.502024531364441,32,52600,0
2012,"yuma, az",az,202589,1.4910670518875122,33,43400,NA
2013,"akron, oh",oh,703625,1.5133100748062134,39,60900,NA
2013,"albany-schenectady-troy, ny",ny,877095,1.5116791725158691,39,73030,NA
2013,"albuquerque, nm",nm,905150,1.507230281829834,36,55000,NA
2013,"allentown-bethlehem-easton, pa-nj",pa,825783,1.5098659992218018,41,65000,NA
2013,"amarillo, tx",tx,258938,1.4960858821868896,33,54800,NA
2013,"anchorage, ak",ak,397032,1.486716866493225,33,86730,NA
2013,"ann arbor, mi",mi,356015,1.4995458126068115,33,74600,NA
2013,"anniston-oxford-jacksonville, al",al,116541,1.5168603658676147,37,44400,NA
2013,"asheville, nc",nc,435823,1.5130559206008911,43,50000,NA
2013,"atlanta-sandy springs-roswell, ga",ga,5511323,1.5135889053344727,35,62700,NA
2013,"atlantic city-hammonton, nj",nj,274369,1.5058542490005493,39,64000,NA
2013,"auburn-opelika, al",al,151831,1.5116959810256958,30,54400,NA
2013,"augusta-richmond county, ga-sc",ga,579673,1.5109162330627441,36,54800,NA
2013,"austin-round rock, tx",tx,1883901,1.498603105545044,33,70300,0
2013,"bakersfield, ca",ca,862557,1.489812970161438,30,54440,0
2013,"baltimore-columbia-towson, md",md,2768374,1.515258550643921,37,81600,0
2013,"bangor, me",me,153235,1.507610559463501,41,50000,NA
2013,"barnstable town, ma",ma,214520,1.5214120149612427,50,75000,NA
2013,"baton rouge, la",la,818814,1.5109349489212036,34,63000,NA
2013,"beaumont-port arthur, tx",tx,405564,1.4930720329284668,36,52100,NA
2013,"bellingham, wa",wa,206107,1.5082160234451294,36,60000,NA
2013,"bend-redmond, or",or,165294,1.4984641075134277,42,60000,NA
2013,"binghamton, ny",ny,248021,1.5167806148529053,40,56200,NA
2013,"birmingham-hoover, al",al,1138638,1.5180693864822388,38,56000,NA
2013,"bismarck, nd",nd,123671,1.5045082569122314,38,80610,NA
2013,"blacksburg-christiansburg-radford, va",va,180727,1.4960423707962036,32,50000,NA
2013,"bloomington, il",il,191418,1.5128977298736572,31,77700,NA
2013,"bloomington, in",in,163223,1.5003374814987183,28,51000,NA
2013,"boise city, id",id,649411,1.5006693601608276,35,53030,NA
2013,"boston-cambridge-newton, ma-nh",ma,4703321,1.5141360759735107,38,89000,0
2013,"bremerton-silverdale, wa",wa,252403,1.4874308109283447,38,72000,NA
2013,"bridgeport-stamford-norwalk, ct",ct,939991,1.510570764541626,39,100060,0
2013,"brownsville-harlingen, tx",tx,417705,1.5174123048782349,31,37000,NA
2013,"buffalo-cheektowaga-niagara falls, ny",ny,1134993,1.5137295722961426,40,61500,NA
2013,"burlington, nc",nc,154199,1.5191155672073364,39,45550,NA
2013,"burlington-south burlington, vt",vt,214826,1.5101011991500854,37,72900,NA
2013,"canton-massillon, oh",oh,403367,1.5107680559158325,41,57000,NA
2013,"cape coral-fort myers, fl",fl,659920,1.5093953609466553,46,51500,NA
2013,"champaign-urbana, il",il,236534,1.4963469505310059,29,52500,NA
2013,"charleston, wv",wv,224754,1.5201091766357422,42,54000,NA
2013,"charleston-north charleston, sc",sc,711266,1.5094692707061768,35,62000,NA
2013,"charlotte-concord-gastonia, nc-sc",nc,2332687,1.5114703178405762,36,58500,NA
2013,"chattanooga, tn-ga",tn,542202,1.510425329208374,39,54400,NA
2013,"chicago-naperville-elgin, il-in-wi",il,9553268,1.5096515417099,36,70000,1
2013,"chico, ca",ca,221664,1.5032334327697754,36,52000,0
2013,"cincinnati, oh-ky-in",oh,2137994,1.51132071018219,37,64400,NA
2013,"clarksville, tn-ky",tn,272169,1.4912794828414917,31,54000,NA
2013,"cleveland-elyria, oh",oh,2067127,1.5177488327026367,41,60000,NA
2013,"coeur d'alene, id",id,143898,1.5123622417449951,38,62890,NA
2013,"college station-bryan, tx",tx,237840,1.481340765953064,25,40200,NA
2013,"colorado springs, co",co,678674,1.4924755096435547,33,65000,NA
2013,"columbia, mo",mo,170966,1.511730432510376,30,60000,NA
2013,"columbia, sc",sc,790890,1.5135599374771118,36,55300,NA
2013,"columbus, oh",oh,1974121,1.505794644355774,35,65000,NA
2013,"corpus christi, tx",tx,443026,1.4995462894439697,35,55000,NA
2013,"dallas-fort worth-arlington, tx",tx,6817518,1.5065960884094238,33,65000,NA
2013,"daphne-fairhope-foley, al",al,194886,1.511834979057312,40,49750,NA
2013,"dayton, oh",oh,801341,1.5191535949707031,38,55000,NA
2013,"decatur, al",al,153151,1.5092557668685913,39,54000,NA
2013,"decatur, il",il,109563,1.5207366943359375,38,54000,NA
2013,"deltona-daytona beach-ormond beach, fl",fl,600290,1.5175259113311768,46,48000,NA
2013,"denver-aurora-lakewood, co",co,2700774,1.4993942975997925,35,75000,NA
2013,"des moines-west des moines, ia",ia,601147,1.501513123512268,35,69800,NA
2013,"detroit-warren-dearborn, mi",mi,4305860,1.5147297382354736,39,62510,NA
2013,"dover, de",de,169029,1.5124589204788208,36,60500,NA
2013,"east stroudsburg, pa",pa,167370,1.5039037466049194,40,60900,NA
2013,"eau claire, wi",wi,164818,1.4985394477844238,35,60100,NA
2013,"el centro, ca",ca,176605,1.4918705224990845,31,50080,0
2013,"elkhart-goshen, in",in,200231,1.5072088241577148,34,50000,NA
2013,"el paso, tx",tx,835087,1.5072236061096191,31,45000,NA
2013,"erie, pa",pa,280724,1.5089646577835083,37,51600,0
2013,"eugene, or",or,355506,1.5099189281463623,38,50000,NA
2013,"fayetteville, nc",nc,384140,1.5154352188110352,31,48700,NA
2013,"fayetteville-springdale-rogers, ar-mo",ar,493819,1.5021107196807861,33,56600,NA
2013,"flagstaff, az",az,136713,1.503826379776001,31,57500,NA
2013,"flint, mi",mi,415634,1.5011177062988281,35,25000,NA
2013,"florence, sc",sc,205995,1.526055097579956,38,45000,NA
2013,"fort collins, co",co,316258,1.495168685913086,35,68900,NA
2013,"fort wayne, in",in,424386,1.5150972604751587,35,53800,NA
2013,"fresno, ca",ca,952029,1.5017112493515015,31,49000,0
2013,"gadsden, al",al,103883,1.5219107866287231,40,50000,NA
2013,"gainesville, fl",fl,269451,1.513934850692749,30,45000,NA
2013,"gainesville, ga",ga,186486,1.4924685955047607,35,50050,NA
2013,"glens falls, ny",ny,127834,1.4953582286834717,43,58200,NA
2013,"goldsboro, nc",nc,124622,1.5055586099624634,36,52000,NA
2013,"grand junction, co",co,147313,1.5193135738372803,35,52400,NA
2013,"grand rapids-wyoming, mi",mi,1020647,1.5097482204437256,34,61900,NA
2013,"greensboro-high point, nc",nc,740631,1.5136938095092773,38,50600,NA
2013,"greenville, nc",nc,174384,1.5234975814819336,31,47000,NA
2013,"greenville-anderson-mauldin, sc",sc,848385,1.5129247903823853,38,52000,NA
2013,"gulfport-biloxi-pascagoula, ms",ms,381966,1.5088317394256592,36,49800,NA
2013,"hanford-corcoran, ca",ca,150416,1.4421892166137695,31,46000,0
2013,"harrisburg-carlisle, pa",pa,558163,1.5104707479476929,40,68000,NA
2013,"harrisonburg, va",va,128972,1.5158079862594604,32,53050,NA
2013,"hartford-west hartford-east hartford, ct",ct,1214663,1.5101256370544434,40,80000,1
